fixIdx,legIdx,tickLead,togo,area
3744,2,328.543091964067,126.27,248.91377422165354
3745,2,329.543091964067,126.249,1747.533732833225
3746,2,330.543091964067,126.226,1919.438944303117
3747,2,331.543091964067,126.202,2008.5782308394082
3748,2,332.543091964067,126.179,1930.3338361382891
3749,2,333.543091964067,126.158,1767.4705271357393
3750,2,334.543091964067,126.135,1941.266246920152
3751,2,335.543091964067,126.114,1777.4485975017901
3752,2,336.543091964067,126.091,1952.190561703221
3753,2,337.543091964067,126.071,1702.3108231165224
3754,2,338.543091964067,126.048,1963.122353466108
3755,2,339.543091964067,126.026,1882.9796780029817
3756,2,340.543091964067,126.005,1802.3757362267795
3757,2,341.543091964067,125.984,1807.3671462196673
3758,2,342.543091964067,125.962,1898.6519606547884
3759,2,343.543091964067,125.941,1817.3302453955807
3760,2,344.543091964067,125.92,1822.3163213884686
3761,2,345.543091964067,125.9,1740.2932283674809
3762,2,346.543091964067,125.878,1919.5423853881211
3763,2,347.543091964067,125.857,1837.2639653671322
3764,2,348.543091964067,125.837,1754.5240997757285
3765,2,349.543091964067,125.815,1935.1907999372006
3766,2,350.543091964067,125.794,1852.1957333457958
3767,2,351.543091964067,125.773,1857.1694613386837
3768,2,352.543091964067,125.752,1862.1414253315716
3769,2,353.543091964067,125.729,2044.9155171346135
3770,2,354.543091964067,125.705,2139.4605068375186
3771,2,355.543091964067,125.681,2145.085337195576
3772,2,356.543091964067,125.658,2061.1032363962563
3773,2,357.543091964067,125.635,2066.5057528049574
3774,2,358.543091964067,125.614,1891.755459570549
3775,2,359.543091964067,125.59,2167.647908969878
3776,2,360.543091964067,125.568,1992.1722016137496
3777,2,361.543091964067,125.544,2178.9074138228216
3778,2,362.543091964067,125.522,2002.4893663943235
3779,2,363.543091964067,125.498,2190.1580866757654
3780,2,364.543091964067,125.477,1921.315252619389
3781,2,365.543091964067,125.454,2109.7001530225607
3782,2,366.543091964067,125.431,2115.0837634299583
3783,2,367.543091964067,125.41,1936.0924113586025
3784,2,368.543091964067,125.388,2033.4571483240911
3785,2,369.543091964067,125.366,2038.6169866123846
3786,2,370.543091964067,125.343,2136.665224993684
3787,2,371.543091964067,125.321,2048.9145072902984
3788,2,372.543091964067,125.3,1960.7095672737294
3789,2,373.543091964067,125.278,2059.236979758975
3790,2,374.543091964067,125.256,2064.387138047285
3791,2,375.543091964067,125.235,1975.4734576326682
3792,2,376.543091964067,125.213,2074.6982145172915
3793,2,377.543091964067,125.192,1985.3122368085812
3794,2,378.543091964067,125.169,2179.7658220855965
3795,2,379.543091964067,125.148,1995.127851174632
3796,2,380.543091964067,125.127,2000.04886916752
3797,2,381.543091964067,125.104,2195.899917240621
3798,2,382.543091964067,125.083,2009.8534795335709
3799,2,383.543091964067,125.062,2014.7691215264588
3800,2,384.543091964067,125.041,2019.6829995193466
3801,2,385.543091964067,125.019,2120.9959226829283
3802,2,386.543091964067,124.997,2126.1230689712784
3803,2,387.543091964067,124.976,2034.3814958782853
3804,2,388.543091964067,124.954,2136.3886494412845
3805,2,389.543091964067,124.932,2141.5100317268816
3806,2,390.543091964067,124.909,2244.1945627056957
3807,2,391.543091964067,124.888,2053.932084610387
3808,2,392.543091964067,124.865,2254.8927414889517
3809,2,393.543091964067,124.844,2063.6962909764375
3810,2,394.543091964067,124.823,2068.5921929693254
3811,2,395.543091964067,124.801,2172.2150733447884
3812,2,396.543091964067,124.78,2078.3620501452388
3813,2,397.543091964067,124.757,2281.6393424066764
3814,2,398.543091964067,124.737,1988.682203730676
3815,2,399.543091964067,124.715,2192.6701142847887
3816,2,400.543091964067,124.692,2297.659771563121
3817,2,401.543091964067,124.669,2302.9712999704025
3818,2,402.543091964067,124.648,2107.577557243391
3819,2,403.543091964067,124.624,2414.207846881697
3820,2,404.543091964067,124.603,2117.2842847995794
3821,2,405.543091964067,124.581,2223.2066962145564
3822,2,406.543091964067,124.559,2228.2952105029726
3823,2,407.543091964067,124.537,2233.38178878851
3824,2,408.543091964067,124.515,2238.4664310769326
3825,2,409.543091964067,124.492,2345.5192241156237
3826,2,410.543091964067,124.471,2146.410835897732
3827,2,411.543091964067,124.45,2151.2760778906195
3828,2,412.543091964067,124.428,2258.8037921208993
3829,2,413.543091964067,124.406,2263.878798406417
3830,2,414.543091964067,124.383,2372.076510053977
3831,2,415.543091964067,124.361,2274.0047190843243
3832,2,416.543091964067,124.339,2279.0738733727735
3833,2,417.543091964067,124.316,2387.9560832430757
3834,2,418.543091964067,124.293,2393.2323296517766
3835,2,419.543091964067,124.273,2085.6829639438724
3836,2,420.543091964067,124.253,2090.3178494688186
3837,2,421.543091964067,124.232,2199.689839340598
3838,2,422.543091964067,124.212,2099.5659187979954
3839,2,423.543091964067,124.191,2209.3968681362367
3840,2,424.543091964067,124.17,2214.2388841291245
3841,2,425.543091964067,124.151,2007.7544366531492
3842,2,426.543091964067,124.131,2118.059439180028
3843,2,427.543091964067,124.111,2122.6830447064563
3844,2,428.543091964067,124.09,2233.661303340126
3845,2,429.543091964067,124.069,2238.4946673330137
3846,2,430.543091964067,124.05,2029.6925072661975
3847,2,431.543091964067,124.027,2462.2860593784926
3848,2,432.543091964067,124.005,2360.25962009329
3849,2,433.543091964067,123.983,2365.296654378742
3850,2,434.543091964067,123.961,2370.33175266725
3851,2,435.543091964067,123.94,2267.4029288607535
3852,2,436.543091964067,123.92,2164.0314154838425
3853,2,437.543091964067,123.9,2168.63858101027
3854,2,438.543091964067,123.881,2064.5902715296143
3855,2,439.543091964067,123.86,2286.749748071755
3856,2,440.543091964067,123.84,2182.450477589554
3857,2,441.543091964067,123.821,2077.70707027994
3858,2,442.543091964067,123.801,2191.668110366088
3859,2,443.543091964067,123.781,2196.265715892516
3860,2,444.543091964067,123.761,2200.8617214205074
3861,2,445.543091964067,123.742,2095.191785916302
3862,2,446.543091964067,123.721,2320.56075650087
3863,2,447.543091964067,123.701,2214.6401379998006
3864,2,448.543091964067,123.683,1997.3229167223963
3865,2,449.543091964067,123.664,2112.6695681932924
3866,2,450.543091964067,123.645,2117.0438690808955
3867,2,451.543091964067,123.625,2233.061206998653
3868,2,452.543091964067,123.605,2237.6445725250805
3869,2,453.543091964067,123.584,2354.3281305497103
3870,2,454.543091964067,123.565,2134.45754208133
3871,2,455.543091964067,123.545,2251.385069104364
3872,2,456.543091964067,123.528,1917.5910131337832
3873,2,457.543091964067,123.51,2034.5495463472225
3874,2,458.543091964067,123.492,2038.69909442363
3875,2,459.543091964067,123.474,2042.8473465000375
3876,2,460.543091964067,123.456,2046.9943025764449
3877,2,461.543091964067,123.437,2165.083413482025
3878,2,462.543091964067,123.418,2169.440424368006
3879,2,463.543091964067,123.399,2173.795991257232
3880,2,464.543091964067,123.381,2063.5189962281424
3881,2,465.543091964067,123.361,2297.380671947499
3882,2,466.543091964067,123.342,2186.8540279200415
3883,2,467.543091964067,123.323,2191.2038188076444
3884,2,468.543091964067,123.302,2426.6432411668484
3885,2,469.543091964067,123.282,2315.6362757785346
3886,2,470.543091964067,123.262,2320.191521303317
3887,2,471.543091964067,123.241,2440.972522766879
3888,2,472.543091964067,123.221,2329.278310632494
3889,2,473.543091964067,123.199,2567.1907518799285
3890,2,474.543091964067,123.179,2338.3395582379926
3891,2,475.543091964067,123.16,2225.751384896029
3892,2,476.543091964067,123.142,2112.7232994648853
3893,2,477.543091964067,123.122,2352.033439988312
3894,2,478.543091964067,123.102,2356.5758855147396
3895,2,479.543091964067,123.082,2361.1167310428455
3896,2,480.543091964067,123.061,2483.9286839899514
3897,2,481.543091964067,123.041,2370.174360372029
3898,2,482.543091964067,123.019,2612.1601705898975
3899,2,483.543091964067,122.998,2498.156237970296
3900,2,484.543091964067,122.977,2502.895227963184
3901,2,485.543091964067,122.956,2507.632453956072
3902,2,486.543091964067,122.933,2751.6186698184447
3903,2,487.543091964067,122.911,2636.909965818578
3904,2,488.543091964067,122.89,2521.771991505148
3905,2,489.543091964067,122.868,2646.800886288584
3906,2,490.543091964067,122.846,2651.732716573851
3907,2,491.543091964067,122.824,2656.662610862544
3908,2,492.543091964067,122.802,2661.590569147805
3909,2,493.543091964067,122.779,2787.7105395566873
3910,2,494.543091964067,122.756,2792.835675963666
3911,2,495.543091964067,122.734,2676.3192202183714
3912,2,496.543091964067,122.712,2681.2393465036193
3913,2,497.543091964067,122.691,2564.069915342514
3914,2,498.543091964067,122.667,2935.7168629949806
3915,2,499.543091964067,122.645,2695.966129470245
3916,2,500.543091964067,122.625,2455.3640833200457
3917,2,501.543091964067,122.603,2705.833005836298
3918,2,502.543091964067,122.581,2710.741560121527
3919,2,503.543091964067,122.56,2592.220199250529
3920,2,504.543091964067,122.541,2349.616311286886
3921,2,505.543091964067,122.521,2477.788024057471
3922,2,506.543091964067,122.502,2358.1794524245975
3923,2,507.543091964067,122.48,2735.456278620829
3924,2,508.543091964067,122.461,2366.69801628732
3925,2,509.543091964067,122.439,2745.3162708846953
3926,2,510.543091964067,122.42,2375.210348148266
3927,2,511.543091964067,122.399,2629.944832862669
3928,2,512.543091964067,122.377,2760.081453329821
3929,2,513.543091964067,122.356,2639.299772038582
3930,2,514.543091964067,122.334,2769.8780817980382
3931,2,515.543091964067,122.313,2648.6474872144954
3932,2,516.543091964067,122.292,2653.3294832073834
3933,2,517.543091964067,122.27,2784.5702204528607
3934,2,518.543091964067,122.25,2535.883136940569
3935,2,519.543091964067,122.229,2667.364887186047
3936,2,520.543091964067,122.208,2672.039827178935
3937,2,521.543091964067,122.187,2676.7130031718225
3938,2,522.543091964067,122.167,2553.7098938752447
3939,2,523.543091964067,122.148,2430.2791797515174
3940,2,524.543091964067,122.13,2306.418073538458
3941,2,525.543091964067,122.113,2182.123763979328
3942,2,526.543091964067,122.095,2314.5486372425835
3943,2,527.543091964067,122.077,2318.602533318991
3944,2,528.543091964067,122.059,2322.6551333953985
3945,2,529.543091964067,122.038,2714.457482502313
3946,2,530.543091964067,122.017,2719.115580495201
3947,2,531.543091964067,121.994,2983.1543125041094
3948,2,532.543091964067,121.973,2728.3817508612515
3949,2,533.543091964067,121.953,2602.9006450080224
3950,2,534.543091964067,121.934,2476.994110327679
3951,2,535.543091964067,121.915,2481.2413012134266
3952,2,536.543091964067,121.897,2354.681598083065
3953,2,537.543091964067,121.881,2096.6588779657613
3954,2,538.543091964067,121.865,2100.283591902677
3955,2,539.543091964067,121.849,2103.907281837724
3956,2,540.543091964067,121.834,1975.817434186271
3957,2,541.543091964067,121.819,1979.2289847948873
3958,2,542.543091964067,121.803,2114.806930408225
3959,2,543.543091964067,121.788,1986.0330797193608
3960,2,544.543091964067,121.774,1856.8200639087713
3961,2,545.543091964067,121.757,2258.563130394177
3962,2,546.543091964067,121.737,2661.5992726953323
3963,2,547.543091964067,121.72,2266.154375184484
3964,2,548.543091964067,121.702,2403.494217577479
3965,2,549.543091964067,121.683,2541.2603633146437
3966,2,550.543091964067,121.664,2545.4871862041477
3967,2,551.543091964067,121.644,2683.89693239133
3968,2,552.543091964067,121.624,2688.3210579196684
3969,2,553.543091964067,121.605,2558.1169215900545
3970,2,554.543091964067,121.587,2427.487985176749
3971,2,555.543091964067,121.57,2296.4312574173796
3972,2,556.543091964067,121.553,2300.2432445083036
3973,2,557.543091964067,121.537,2168.530403607519
3974,2,558.543091964067,121.519,2443.6304956876215
3975,2,559.543091964067,121.502,2311.672269788768
3976,2,560.543091964067,121.484,2451.674227391747
3977,2,561.543091964067,121.466,2455.6840954681543
3978,2,562.543091964067,121.447,2596.3315718658846
3979,2,563.543091964067,121.429,2463.679656069659
3980,2,564.543091964067,121.409,2741.8503073268566
3981,2,565.543091964067,121.392,2334.3452806248356
3982,2,566.543091964067,121.375,2338.145435715728
3983,2,567.543091964067,121.359,2204.1920781576296
3984,2,568.543091964067,121.343,2207.7847280925844
3985,2,569.543091964067,121.328,2073.17387505026
3986,2,570.543091964067,121.313,2076.5571956588765
3987,2,571.543091964067,121.299,1941.284976785624
3988,2,572.543091964067,121.282,2361.097288460906
3989,2,573.543091964067,121.267,2086.6845511919664
3990,2,574.543091964067,121.253,1950.7346692831713
3991,2,575.543091964067,121.237,2233.0151099266113
3992,2,576.543091964067,121.223,1957.0409330859195
3993,2,577.543091964067,121.208,2100.2152399191905
3994,2,578.543091964067,121.194,1963.3600360952428
3995,2,579.543091964067,121.179,2106.983967429182
3996,2,580.543091964067,121.163,2251.0395838848467
3997,2,581.543091964067,121.148,2113.7143223536555
3998,2,582.543091964067,121.132,2258.2166451356147
3999,2,583.543091964067,121.118,1979.0863963975476
